call_number,title,description,tags,image_path
80494330,McBain,"Santos attempts to lead a people's revolt in Colombia to overthrow the Presidente. When his revolt fails and he is killed, his sister Christina goes to New York to find McBain, a lieutenant Santos rescued during the Vietnam War. McBain agrees to help, recruits his old war buddies, raises some cash by killing a few drug dealers, then leads an attack to topple the Colombian government.","VHS, action",libib-sync/batch-0002/80494330.jpg
29176314,McCanick,"Over the course of one feverish day, a harried narcotics detective and his reluctant partner frantically track down a recently released convict who knows a secret from the past.","Blu-Ray, action",libib-sync/batch-0002/29176314.jpg
81215226,Memorial Day,An embittered satellite expert gets the opportunity for revenge against the USA by aiding terrorists in a plan to destroy the country's military base.,"VHS, action",libib-sync/batch-0002/81215226.jpg
60151546,Miracle on 34th Street,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.","VHS, kids-family",libib-sync/batch-0002/60151546.jpg
78676474,Mission Impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the prime suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.","VHS, action",libib-sync/batch-0002/78676474.jpg
78643706,Mississippi Burning,"Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.","VHS, drama",libib-sync/batch-0002/78643706.jpg
59954938,Napoleon,"An epic that details the checkered rise and fall of French Emperor Napoleon Bonaparte and his relentless journey to power through the prism of his addictive, volatile relationship with his wife, Josephine.","VHS, kids-family",libib-sync/batch-0002/59954938.jpg
92520186,New Blood,"Alan White is a desperate man; his daughter must have a heart transplant to live. He gets an unexpected visit from his adult son, Danny, a criminal who hasn't spoken to his family in years. Danny lost track of a man marked for death and is afraid to face his merciless crime boss. In Danny's plight, Alan sees a way to save both of his children, already prepared to die in order to donate his heart to his daughter, he will stand in for Danny's escaped hostage.","VHS, action",libib-sync/batch-0002/92520186.jpg
99031034,New Rose Hotel,A corporate raider and his henchman use a chanteuse to lure a scientific genius away from his employer and family.,"VHS, action",libib-sync/batch-0002/99031034.jpg
40649978,Nick & Norah's Infinite Playlist,"Nick cannot stop obsessing over his ex-girlfriend, Tris, until Tris' friend Norah suddenly shows interest in him at a club. Thus begins an odd night filled with ups and downs as the two keep running into Tris and her new boyfriend while searching for Norah's drunken friend, Caroline, with help from Nick's band mates. As the night winds down, the two have to figure out what they want from each other.","DVD, romantic-comedy",libib-sync/batch-0002/40649978.jpg
80396026,Night of the Fox,"Fox Night movie was made in 1996. This film is a product of the Iranian country in the genre of action and mystery genre. Mohammad Motoselani, Hossein Yaryar and Gholamhossein Lotfi have been featured in the film.","VHS, action",libib-sync/batch-0002/80396026.jpg
00800506,No Good Deed,"While doing a friend a favor and searching for a runaway teenager, a police detective stumbles upon a bizarre band of criminals about to pull off a bank robbery.","VHS, action",libib-sync/batch-0002/00800506.jpg
78348794,North by Northwest,"Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.","VHS, thriller",libib-sync/batch-0002/78348794.jpg
79266298,Notorious,"In order to help bring Nazis to justice, U.S. government agent T.R. Devlin recruits Alicia Huberman, the American daughter of a convicted German war criminal, as a spy. As they begin to fall for one another, Alicia is instructed to win the affections of Alexander Sebastian, a Nazi hiding out in Brazil. When Sebastian becomes serious about his relationship with Alicia, the stakes get higher, and Devlin must watch her slip further undercover.","VHS, thriller",libib-sync/batch-0002/79266298.jpg
26397946,O Lucky Man!,An ambitious coffee salesman has a series of improbable and ironic adventures seemingly designed to challenge his naive idealism.,"VHS, drama",libib-sync/batch-0002/26397946.jpg
98736122,October 22,"A wounded man makes a desperate call, reporting that a gunman is holding a coffee shop hostage and shooting anyone he pleases -- but when the SWAT team shows up, the madman opens fire. Through flashbacks, a waitress serves an array of customers, all of whom are blissfully unaware of how their lives will be horrifically changed.","VHS, action",libib-sync/batch-0002/98736122.jpg
92487418,On the Down 'N Low,"Most cops start at the bottom and work their way to the top, but in this heated urban crime thriller the officers sworn to protect and serve walk a dark path of corruption and destruction as they gradually succumb to their deepest criminal instincts. When two decorated police officers pound the pavement on a mission to take down the most vicious mobsters and drug dealers on the streets, their quest to purify the corrosive cesspool of a city they call home soon leads them into the upper-most ranks of the force.","VHS, drama",libib-sync/batch-0002/92487418.jpg
26561786,Once Upon a Time in the West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.","VHS, action",libib-sync/batch-0002/26561786.jpg
92454650,One Tough Cop,"A detective tries to remain loyal to his partner, and his best friend - a mobster.","VHS, action",libib-sync/batch-0002/92454650.jpg
92323578,Only the Lonely,"Danny Muldoon, a Chicago policeman, still lives with his overbearing mother Rose. He meets and falls in love with Theresa Luna, whose father owns the local funeral parlour. Naturally, his mother objects to the relationship, and Danny and Theresa must either overcome her objections or give up the romance.","VHS, romantic-comedy",libib-sync/batch-0002/92323578.jpg
80985850,Out for Justice,Gino Felino is an NYPD detective from Brooklyn who knows everyone and everything in his neighborhood. Killing his partner was someone's big mistake... because he's now out for justice.,"VHS, action",libib-sync/batch-0002/80985850.jpg
80887546,Out of Reach,"Vietnam veteran Billy Ray Lancing, a former CSA agent who now works on a wildlife refuge in Northern Alaska, has been exchanging letters in a pen-pal relationship with Irina Morawska, a 13-year-old orphaned girl in Poland that he's helping out financially. When the letters suddenly stop coming, Billy heads to Poland to figure out why -- only to discover that the orphanage that Irina was staying in, which is financed by honest -- and unsuspecting -- good-intentioned Samaritans, is a cover for a human trafficking network.","VHS, action",libib-sync/batch-0002/80887546.jpg
92585722,Outlaw Justice,"In the tradition of THE WILD BUNCH and THE MAGNIFICENT SEVEN comes this fast paced, action filled western with unforgettable performances by an all star cast: Kris Kristofferson, Willie Nelson, Travis Tritt and Waylon Jennings. All hell breaks loose in this riveting story when a group of former outlaws with bad attitudes teams up to catch a killer with murder and revenge on his mind. After Tobey(Jennings), a retired member of the group, is brutally gunned down by a former member and killer, Clinton Reese, our band of reformed gunslingers, Lee (Nelson, Tarence (Kristofferson), and Dalton (Tritt), sets out on Clinton's Trail. They are joined by Tobeys reluctatant young son Bryce (Willett).","VHS, action",libib-sync/batch-0002/92585722.jpg
91897594,Overboard,"Heiress Joanna Stayton hires carpenter Dean Proffitt to build a closet on her yacht—and refuses to pay him for the project when it's done. But after Joanna accidentally falls overboard and loses her memory, Dean sees an opportunity to get even.","VHS, romantic-comedy",libib-sync/batch-0002/91897594.jpg
00407290,Pale Rider,A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.,"VHS, action",libib-sync/batch-0002/00407290.jpg
26430714,Patton,"""Patton"" tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with Patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.","VHS, drama",libib-sync/batch-0002/26430714.jpg
59430650,Perfect Harmony,"During the 1950s, a private school in the south undergoes racial tension as it experiences desegregation. Can a love of music help ease the pain?","VHS, kids-family",libib-sync/batch-0002/59430650.jpg
79430138,Play Misty For Me,A brief fling between a late-night radio disc jockey and an obsessed female fan takes a frightening turn when another woman enters the picture.,"VHS, thriller",libib-sync/batch-0002/79430138.jpg
92094202,Playing God,"Stripped of his medical license after performing an operation while high on amphetamines, famed LA surgeon Dr Eugene Sands abandons his former life only to find himself crossing paths with Raymond Blossom, an infamous counterfeiter. Employed as a ""gun-shot doctor"" when Raymond's associates cannot risk visiting a hospital, Eugene is lured deep into the criminal world and becomes entangled with his boss's girlfriend.","VHS, thriller",libib-sync/batch-0002/92094202.jpg
61134586,Pooh's Grand Adventure,"Pooh gets confused when Christopher Robin leaves him a note to say that he has gone back to school after the holidays. So Pooh, Piglet, Tigger, Eeyore and Rabbit go in search of Christopher Robin which leads to a big adventure.","VHS, kids-family",libib-sync/batch-0002/61134586.jpg
81051386,Prisoner of RI,The story of the great train robber Ronald Biggs.,"VHS, action",libib-sync/batch-0002/81051386.jpg
92356346,Raw Target,"This high-powered action flick follows kickboxing champion Johnny Rider, who quits the ring after accidentally killing an opponent but is forced to employ his skills again to avenge the death of his brother at the hands of crime boss Rod Sparks (Nicholas Hill). After infiltrating Rod's gang, Johnny is targeted himself by Bill Williams (Ron Hall), a cop seeking revenge for the death of his own brother -- the fighter killed by Johnny.","VHS, action",libib-sync/batch-0002/92356346.jpg
94545402,Red Dawn (1984),"It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town—and their country—from invading Soviet forces.","Blu-Ray, action",libib-sync/batch-0002/94545402.jpg
99686394,Resurrection Man,"Belfast, in 1970s. Victor Kelly is a young protestant man who hates the Catholics so much that one night he begins to brutally murder them. A reporter soon tries to uncover the murder and obtained prestige for himself, while Victor sinks deeper into madness.","VHS, action",libib-sync/batch-0002/99686394.jpg
99489786,SCAM,"A female con-artist who sweet-talks wealthy men targeted by her violent boyfriend, then drugs them and makes off with their money, is being herself being watched by another man. He wants to use her talents in a much-bigger scam: ripping off a crime lord by getting at his programmer's computer files. But she starts to have doubts about what he's really after when she finds a huge stash of loot with the disks. He claims no knowledge of the money, she distrusts him, he's using her, things start getting dangerous and even murderous - and then her boyfriend shows up ! Who's scamming whom ?","VHS, action",libib-sync/batch-0002/99489786.jpg
79904506,Shadow of the Wolf,"In the 1930s, Agaguk lives his traditional Inuit life. But one day, there is a murder in the tribe and Agaguk becomes a suspect. Soon he becomes persecuted by Henderson, a mean mountie, and he must flee through the cold winter of Northern Quebec.","VHS, action",libib-sync/batch-0002/79904506.jpg
98539514,Shaft (2000),"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.","VHS, action",libib-sync/batch-0002/98539514.jpg
80133882,Shaft's Big Score,John Shaft is back as the lady-loved black detective cop on the search for the murderer of a client.,"VHS, action",libib-sync/batch-0002/80133882.jpg
81149690,Sharky's Machine,"Police officer Tom Sharky gets busted back to working vice, where he happens upon a scandalous conspiracy involving a local politician. Sharky's new 'machine' gathers evidence while Sharky falls in love with a woman he has never met.","VHS, action",libib-sync/batch-0002/81149690.jpg
92225274,Silence like Glass,True story of two diametrically opposed young women dealing with terminal illness.,"VHS, drama",libib-sync/batch-0002/92225274.jpg
81542906,Silent Trigger,"Waxman is a former Special Forces soldier who is now working as a heavily armed assassin for a top secret government agency. When a covert mission goes terribly wrong, Waxman and fellow assassin Clegg become that agency's prime targets.","VHS, action",libib-sync/batch-0002/81542906.jpg
00112378,Silk 2,"Silk, the smoothest, toughest, and sexiest cop in Honolulu is hot on the trail of ruthless art smugglers who are after a priceless Asian Scroll. Silk will stop at nothing to get her man, even if it means blowing up an entire building.","VHS, thriller",libib-sync/batch-0002/00112378.jpg
48091386,Sing,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,"Blu-Ray, kids-family",libib-sync/batch-0002/48091386.jpg
35144698,Small Time Crooks,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,"VHS, comedy",libib-sync/batch-0002/35144698.jpg
34915322,Some Girls,"While on Christmas break, college student Michael journeys to Quebec City to spend time with his attractive girlfriend, Gabriella. Not long after he arrives, Gabriella breaks up with him, but her two equally gorgeous sisters waste no time showing romantic interest. In the meantime, Michael is left to deal with Gabriella's eccentric grandmother and offbeat father, an academic who spends most of his time naked.","VHS, romantic-comedy",libib-sync/batch-0002/34915322.jpg
92258042,Some Like it Hot,"In Prohibition-era Chicago, musicians Joe and Jerry witness a mob hit, and flee the state in an all-female band disguised as Josephine and Daphne, but further complications set in.","VHS, romantic-comedy",libib-sync/batch-0002/92258042.jpg
78381562,Something's Gotta Give,"When perpetually single, aging music industry exec Harry Sanborn, and his latest trophy girlfriend, Marin, arrive at her mother's beach house in the Hamptons, they find that her mother, playwright Erica Barry, also plans to stay for the weekend. Erica is scandalized by the relationship and Harry's sexist ways. But when Harry has a heart attack while there, and the doctor prescribes bedrest, his only option is to stay at the Barry home. Left in the care of Erica and his doctor, a love triangle starts to take shape.","VHS, romantic-comedy",libib-sync/batch-0002/78381562.jpg
99227642,South Bronx Heroes,"A young man just released from prison and living with his sister crosses paths with two children, also brother and sister, who are on the run from their child pornographer foster parents.","VHS, action",libib-sync/batch-0002/99227642.jpg
78152186,Starship Troopers 2,"A group of troopers take refuge in an abandoned outpost after fighting alien bugs, failing to realize that more danger lays in wait.","VHS, sci-fi",libib-sync/batch-0002/78152186.jpg
81018618,Stealing Time,"When a down-on-his-luck inventor builds a time machine to change the past, he unwittingly sets off a disastrous chain of events.","VHS, action",libib-sync/batch-0002/81018618.jpg
98965498,Sticks,"Sticks is an off-beat noir comedy about a smugglar of Cuban cigars who gets involved, and ultimately falls in love, with a Cuban revolutionary who's in the U.S. trading cigars for guns. The two join forces to sell a large (stolen) shipment of Castro's private label cigar, the famed ""El Mariposa"", and suddenly they find themselves enmeshed in the seedy underbelly of a mob-run cigar smuggling ring that's being monitored by the feds.","VHS, action",libib-sync/batch-0002/98965498.jpg
79233530,Sudden Impact,"When a young rape victim takes justice into her own hands and becomes a serial killer, it's up to Dirty Harry Callahan, on suspension from the SFPD, to bring her to justice.","VHS, action",libib-sync/batch-0002/79233530.jpg
97949690,Suite 16,"After an argument and fight with a wealthy one night stand in a posh hotel, young hustler Chris finds himself trapped inside. With nowhere to go and the cops closing in on the hotel fast, he wanders into ""Suite 16"" in a fit of despair. Inside, a handicapped and wheelchair bound Glover is held captive for the evening once discovered by Chris. However, things change the next day when Glover informs Chris that the woman he slept with is now dead; and that he surely will be sought out for her murder. Lonely and bored, Glover offers to shelter Chris for awhile while the cuts and bruises from the previous nights escapades have time to heal.","VHS, thriller",libib-sync/batch-0002/97949690.jpg
78873082,Sweet Dreams,"The story of Patsy Cline, the velvet-voiced country music singer who died in a tragic plane crash at the height of her fame.","VHS, drama",libib-sync/batch-0002/78873082.jpg
47927546,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","Blu-Ray, thriller",libib-sync/batch-0002/47927546.jpg
79102458,Tender Mercies,Alcoholic former country singer Mac Sledge makes friends with a young widow and her son. The friendship enables him to find inspiration to resume his career.,"VHS, drama",libib-sync/batch-0002/79102458.jpg
78184954,The Age of Innocence,"In 19th century New York high society, a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.","VHS, drama",libib-sync/batch-0002/78184954.jpg
91930362,The Animal,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.","VHS, comedy",libib-sync/batch-0002/91930362.jpg
79462906,The Apostle,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.","VHS, drama",libib-sync/batch-0002/79462906.jpg
60380922,The Baby Sitters Club,Seven junior-high-school girls organize a daycare camp for children while at the same time experiencing classic adolescent growing pains.,"VHS, kids-family",libib-sync/batch-0002/60380922.jpg
28946938,The Best Exotic Marigold Hotel,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.","Blu-Ray, comedy",libib-sync/batch-0002/28946938.jpg
61757178,The Brave Little Toaster,"A group of dated appliances, finding themselves stranded in a summer home that their family had just sold, decide to seek out their eight year old 'master'.","VHS, kids-family",libib-sync/batch-0002/61757178.jpg
78971386,The Dead Pool,"Dirty Harry Callahan returns for his final film adventure. Together with his partner Al Quan, he must investigate the systematic murder of prominent figures. By the time Harry learns that the murders are part of a sick game to predict such deaths, it may be too late.","VHS, action",libib-sync/batch-0002/78971386.jpg
78512634,The Devil's Own,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.","VHS, thriller",libib-sync/batch-0002/78512634.jpg
78905850,The Enforcer,"An undercover cop struggling to provide for his son and ailing wife, must infiltrate a ruthless gang. But things turn sour when another cop blows his cover and he quickly finds himself battling for his life and the lives of his family.","VHS, action",libib-sync/batch-0002/78905850.jpg
80461562,The Final Alliance,A drifter and his pet puma stand up against a motorcycle gang in a small American town.,"VHS, action",libib-sync/batch-0002/80461562.jpg
80953082,The Foreigner,This story is about a freelance agent who is the courier of a package from France to Germany. He soon finds that many people want to get their hands on it.,"VHS, action",libib-sync/batch-0002/80953082.jpg
59463418,The Goodbye Bird,"A teenager finds himself in hot water when his school principal accuses him of stealing her prized, talking parrot. But with the help of a kindly veterinarian, he solves the case of the purloined bird and learns the value of helping those who need it most.","VHS, kids-family",libib-sync/batch-0002/59463418.jpg
92192506,The Great Escape,"The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocate them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.","VHS, action",libib-sync/batch-0002/92192506.jpg
94578170,The Internship,Two recently laid-off men in their 40s try to make it as interns at a successful Internet company where their managers are in their 20s.,"Blu-Ray, comedy",libib-sync/batch-0002/94578170.jpg
59266810,The Jungle King,"A reluctant lion king has his paws full trying to save his jungle kingdom in this marvellous animated, song-filled classic for the entire family!","VHS, kids-family",libib-sync/batch-0002/59266810.jpg
92028666,The Karate Kid Part III,"Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi.","VHS, kids-family",libib-sync/batch-0002/92028666.jpg
78709242,The Last of the Mohicans,"In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue.","VHS, action",libib-sync/batch-0002/78709242.jpg
59791098,The Little Rascals,"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.","VHS, kids-family",libib-sync/batch-0002/59791098.jpg
81805050,The Lost Capone,"While Al Capone works his way up from top-dog street gang thug captain in Chicago to U.S. crime king, his brother Jimmy Capone chooses the righteous way, actually with father's blessing, leaving Illinois for small town Harmony in Nebraska, where he adopts the alias Richard Hart, marries teacher Kathleen, has offspring and becomes its incorruptible town marshal, with a loyal Indian deputy. When his efficient fight against Al's illegal alcohol trade starts to bite financially, the gang's top lawyer is sent to buy 'Hart' or order his death, but recognizes Jimmy and arranges a fraternal reunion in Chicago. Yet money nor threats can turn Jimmy bad...","VHS, drama",libib-sync/batch-0002/81805050.jpg
98211834,The Mask of Zorro,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.","VHS, action",libib-sync/batch-0002/98211834.jpg
59496186,The Miracle Worker,"Devoted teacher Anne Sullivan leads deaf, blind and mute Helen Keller out of solitude and helps integrate her into the world.","VHS, kids-family",libib-sync/batch-0002/59496186.jpg
60905210,The Muppet Christmas Carol,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during nighttime visitations by the Ghosts of Christmas Past, Present and Future.","VHS, kids-family",libib-sync/batch-0002/60905210.jpg
60020474,The Paper Brigade,"A 14 year old boy named Gunther moves to a small town with his parents and little brother. He meets up with a group of overly charitable paper boys who want him to sub for their friend while he's out of town. Gunther agrees so he can get enough money for concert tickets to take his blonde and beautiful crush too, all the while dealing with Chad, her wannabe boyfriend and his bully friends. All in all, Gunther learns to respect himself and other people and to have fun during it all.","VHS, kids-family",libib-sync/batch-0002/60020474.jpg
79167994,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.","VHS, action",libib-sync/batch-0002/79167994.jpg
34980858,The Puppet Masters,"The Midwest USA is invaded by stingray-shaped alien slugs that ride on people's backs and control their minds in order to spread their dominion. Government agency reps Sam Givens, Andrew Nivens, and Mary Sefton must stop the aliens.","VHS, thriller",libib-sync/batch-0002/34980858.jpg
41534714,The Road,The road through the wood is said to be haunted; but are the ghosts from the past or the future?,"DVD, sci-fi",libib-sync/batch-0002/41534714.jpg
26692858,The SecretKingdom,"Three kids discover a tiny kingdom beneath their kitchen sink and are drawn inside, becoming involved with the miniature world's civil war.","VHS, kids-family",libib-sync/batch-0002/26692858.jpg
98473978,The Stick Up,"Duke Turnbeau (David Soul) has come to England, in the 1930s, as a way to improve his fortunes. For some reason, he believes that his larcenous ways will bring him prosperity in the country which at one time or another has had rulership over a large portion of the globe. While there, he meets Rosie McCratchit (Pamela McMyler), a lovely Irish gal who could do with some improvement in her fortunes as well. Together, they have a series of legal, quasi-legal and definitely illegal adventures, including Duke's cow-roping and Rosie's response to the mud-wrestling challenge of the Amazon Lady, as well as an attempted armored-car robbery.","VHS, action",libib-sync/batch-0002/98473978.jpg
60937978,The Swan Princess,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.","VHS, kids-family",libib-sync/batch-0002/60937978.jpg
49041658,The Water Horse,A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.,"Blu-Ray, kids-family",libib-sync/batch-0002/49041658.jpg
28979706,The World is Not Enough,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to protect a beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.","Blu-Ray, action",libib-sync/batch-0002/28979706.jpg
78545402,Thelma & Louise,"Taking a break from their dreary lives, close friends Thelma and Louise embark on a short weekend trip that ends in unforeseen incriminating circumstances. As fugitives, both women rediscover the strength of their bond and their newfound resilience.","VHS, drama",libib-sync/batch-0002/78545402.jpg
58840826,Three Wishes,Three Wishes is a Hong Kong Comedy starring Anita Mui,"VHS, kids-family",libib-sync/batch-0002/58840826.jpg
79004154,Thunderbolt and Lightfoot,"With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organise a daring new heist.","VHS, action",libib-sync/batch-0002/79004154.jpg
81084154,To Catch of Thief,Documentary of the making of Alfred Hitchcock's classic 1955 tale.,"VHS, action",libib-sync/batch-0002/81084154.jpg
60872442,Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","VHS, kids-family",libib-sync/batch-0002/60872442.jpg
98899962,True Romance,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.","VHS, action",libib-sync/batch-0002/98899962.jpg
41469178,Tsotsi,"A young South African boy from the Johannesburg ghetto named Tsotsi, meaning Gangster, leaves home as a child to get away from his helpless parents. Now a teenage thug, Tsotsi finds a baby in the back seat of a car he's just stolen. He decides that it is his responsibility to care for the infant and in the process learns that maybe the criminal life isn’t the best way.","DVD, thriller",libib-sync/batch-0002/41469178.jpg
78316026,Urban Legends Final Cut,"The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect.","VHS, horror",libib-sync/batch-0002/78316026.jpg
28815866,Vivah,"Poonam, a traditionally brought-up young woman, is to marry Prem, a groom chosen by her uncle. Poonam and Prem's faith and love are to be tested however, when an accident occurs and Poonam might be scarred for life.","Blu-Ray, foreign",libib-sync/batch-0002/28815866.jpg
79806202,Welcome to Sarajevo,"Follow a group of international journalists into the heart of the once cosmopolitan city of Sarajevo—now a danger zone of sniper and mortar attacks where residents still live. While reporting on an American aid worker who’s trying to get children out of the country, a British correspondent decides to take an orphaned girl home to London.","VHS, drama",libib-sync/batch-0002/79806202.jpg
00472826,Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.","VHS, action",libib-sync/batch-0002/00472826.jpg
81313530,Wisdom,"Unable to find work after a past felony, graduate John Wisdom and his girlfriend embark on a cross-country bank-robbing spree in order to aid American farmers.","VHS, action",libib-sync/batch-0002/81313530.jpg
26758394,Wishbone's Dog Days of the West,"In the dusty town of Chaparosa, Texas, one one knows how to tame the land better than Long Bill Longley and his best friend Tom Merwin. But, can our two heroes tame the resident bad guy, Calliope Catesby, before he destroys the town? Meanwhile, In Oakdale, Wanda Gilmore has also become quite a hero. That is, until a sneaky TV reporter tries to paint her as the town tyrant. Will Wishbone and his friends come to Wanda's rescue before it's too late! Or will Wanda watch her reputation ride off into the sunset?","VHS, kids-family",libib-sync/batch-0002/26758394.jpg
00603898,Woman with a Past,"A woman lives a normal life with her second husband and her two sons of the first marriage. One day she is caught by her past and the film reveales in flashbacks her stations of life until the day the police found her in her new life: First marriage, alcohol addiction, robberies, prison, escape from prison, search for work, second marriage, fight for the children,... In the end she has not only to fight for her freedom but also for the respect and love of her betrayed children and husband.","VHS, thriller",libib-sync/batch-0002/00603898.jpg
40912122,Yellow Submarine,"The wicked Blue Meanies take over Pepperland, eliminating all color and music. As the only survivor, the Lord Admiral escapes in the yellow submarine and journeys to Liverpool to enlist the help of the Beatles.","DVD, musical",libib-sync/batch-0002/40912122.jpg
