Reason,Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Rental Availability (product.metafields.scf.avf),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Issue_Genre_Needed, Special Interest, VHS)",tie-died-vhs,Tie-Died,"<p>Filmed during the Grateful Dead's 1994 summer tour, this film chronicles the lives of the ""Deadheads""-- free-spirited fans who follow the band around the country.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Issue_Genre_Needed, Special Interest, VHS",false,Genre,Default Title,,,,,,,,,0.0,shopify,deny,manual,8.00,,true,true,,,,,80447738,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Issue_Genre_Needed, Special Interest, VHS)",behind-the-scenes-point-break-hot-shots-vhs,Behind the Scenes: Point Break / Hot Shots,,VHS,Media > Videos,,"Floor Sale, Formatted, Issue_Genre_Needed, Special Interest, VHS",false,Genre,Default Title,,,,,,,,,0.0,shopify,deny,manual,10.00,,true,true,,,,,80414970,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Issue_Genre_Needed, Special Interest, VHS)",stevie-vhs,Stevie,"<p>A couple unable to conceive adopt a girl with a troubled past, who has an imaginary friend called Stevie. After a series of disturbing incidents, they realize that Stevie is all too real.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Issue_Genre_Needed, Special Interest, VHS",false,Genre,Default Title,,,,,,,,,0.0,shopify,deny,manual,7.00,,true,true,,,,,80316666,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/rNfGihSpa2UIO4jVN6qqTS2H0w7.jpg?v=1788286894,1,Stevie poster,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
Rental with a nonzero price (4.00),our-town-vhs,Our Town,,VHS,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,deny,manual,4.00,,true,true,,,,,15038970,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
Rental with a nonzero price (5.00),september-vhs,September,,VHS,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,13990394,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
Rental with a nonzero price (5.00),easyriders-vhs,Easyriders,,VHS,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,13793786,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
Rental with a nonzero price (5.00),retribution-vhs,Retribution,,VHS,,,"Drama, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,deny,manual,5.00,,true,true,,,,,12909050,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Issue_Genre_Needed, VHS)",shacked-up-vhs,Shacked Up,"<p>Miles and Regina move in as roommates, just to move in on each other.</p>",VHS,Media > Videos,,"Floor Sale, Formatted, Issue_Genre_Needed, VHS",false,Genre,Default Title,,,,,,,,,0.0,shopify,deny,manual,17.00,,true,true,,,,,01048314,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/v8IxNXHCLomkXAtezYP9JwJr5CT_c035f8f6-f5bd-4fd4-8cbd-661e6bb2dfeb.jpg?v=1788286691,1,Shacked Up (2002) poster,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Floor Sale, Formatted, Issue_Genre_Needed, Special Interest, VHS)",philadelphia-sports-follies-vhs,Philadelphia Sports Follies,,VHS,Media > Videos,,"Floor Sale, Formatted, Issue_Genre_Needed, Special Interest, VHS",false,Genre,Default Title,,,,,,,,,0.0,shopify,deny,manual,19.00,,true,true,,,,,87029498,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Formatted, Issue_Genre_Needed, Rental, VHS)",confessions-of-a-police-captain,Confessions of a Police Captain,"<p>This vintage videocassette comes in its original clamshell case, making it a nostalgic find for collectors of classic crime cinema. The physical media features striking retro cover art that captures the gritty aesthetic of international police thrillers. It is an ideal addition for anyone looking to preserve a piece of cinematic history through a tangible analog format.</p>",VHS,Media > Videos,,"Formatted, Issue_Genre_Needed, Rental, VHS",true,Genre,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-VHSCNF-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257643945_380a05aa-2ccf-4eef-9ec7-ceea52da5d07.jpg?v=1788286240,1,191-VHSCNF-001A,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags DVD, Formatted, Issue_Genre_Needed, Rental)",goodfellas-1,GoodFellas,"<p>The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue_Genre_Needed, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,33424378,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/9OkCLM73MIU2CrKZbqiT8Ln1wY2_01b3b925-d164-4511-b3cb-be256a0011fc.jpg?v=1788286238,1,GoodFellas (1990) poster,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,omen,Omen,"<p>This premium collector's set features a restoration of the influential supernatural horror masterpiece along with an extensive array of insightful bonus material and retrospective interviews. Housed in custom themed packaging, it offers the definitive viewing experience for cinema enthusiasts looking to delve deeper into the lore and production of this chilling classic.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Issue_Rental_Or_Sale",true,Genre,Horror,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDOME-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782253227916_f7f2fbe3-de1c-4d33-a7f6-ca5be24fb2a7.jpg?v=1788286210,1,191-DVDOME-001A,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,30-days-of-night,30 Days of Night,"<p>This gripping graphic novel captures a terrifying month-long siege where eternal darkness provides the perfect cover for a pack of ruthless vampires. The stark, visceral illustration style heightens the tension as a small Alaskan town fights for survival against an ancient predatory threat. It is a cinematic horror masterpiece that remains a definitive modern classic for fans of supernatural suspense and survival stories.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Issue_Rental_Or_Sale",true,Genre,Horror,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVD30D-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782253183049_50940460-e2e8-4389-9632-6c71477a6735.jpg?v=1788286209,1,191-DVD30D-001A,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,chronicle,Chronicle,<p>This handheld gaming collection brings together two classic arcade role-playing adventures in one convenient package. These titles offer deep character progression and strategic combat for fans of retro fantasy aesthetics and immersive storytelling. Experience legendary quests and challenging dungeons with smooth performance optimized for modern portable play.</p>,DVD,Media > Videos,,"DVD, Formatted, Issue_Rental_Or_Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDCHR-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782253399278_66dff58c-c0e8-4b66-b90f-d6dfc461b00c.jpg?v=1788286206,1,191-DVDCHR-001A,false,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,prince-of-persia-the-sands-of-time,Prince of Persia: The Sands of Time,"<p>This action-packed cinematic adventure follows a rogue prince and a mysterious princess as they race to protect an ancient dagger capable of reversing time. Experience an epic journey across desert landscapes filled with high-stakes parkour, stunning visual effects, and mythological battles. This thrilling fantasy tale is a must-have for fans of legendary quests and timeless heroism.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Action,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDPRI-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782253049781_d4667d18-bded-48f2-98d7-3140c1cfe496.jpg?v=1788286203,1,191-DVDPRI-001A,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,legend-of-zorro,Legend of Zorro,<p>This widescreen special edition features the high-stakes journey of a legendary masked hero and includes exclusive behind-the-scenes footage and director commentary. It offers a premium cinematic viewing experience with enhanced digital mastering and dual-language audio tracks. This physical disc is a perfect addition for collectors who enjoy epic action sequences and classic adventure storytelling.</p>,DVD,Media > Videos,,"Action, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Action,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,88302842,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252996862_f930ba53-2581-4ef9-95fd-e2c972ada24a.jpg?v=1788286200,1,191-DVDLEG-001A,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,legend-of-zorro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252996862_9855ca7c-e272-42d0-81d8-06974a3c6a7f.jpg?v=1788286200,2,191-DVDLEG-001A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Rental or Floor Sale tag — cannot tell which this is,legend-of-zorro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252996862_796be18b-5f4e-4fbb-9dcd-3792f0e1c3b0.jpg?v=1788286200,3,191-DVDLEG-001A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Rental or Floor Sale tag — cannot tell which this is,legend-of-zorro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252996862_196f7d76-6614-4e99-894a-9baf5729a90f.jpg?v=1788286200,4,191-DVDLEG-001A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Rental or Floor Sale tag — cannot tell which this is,legend-of-zorro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252996862_29037df9-bbb7-4f46-a8d8-328ce96644a2.jpg?v=1788286200,5,191-DVDLEG-001A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no Rental or Floor Sale tag — cannot tell which this is,dragon-wars-d-war,Dragon Wars D-War,"<p>This epic fantasy film features groundbreaking visual effects and massive urban battles between ancient mythical creatures and modern military forces. It offers a high-octane viewing experience for fans of kaiju cinema and legendary lore, showcasing a climactic struggle to fulfill a centuries-old prophecy. The production blends large-scale CGI spectacle with a fast-paced narrative that keeps action enthusiasts engaged from start to finish.</p>",DVD,Media > Videos,,"DVD, Fantasy, Formatted, Issue_Rental_Or_Sale",true,Genre,Fantasy,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDDRA-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252823134_51e352d3-720d-4cbc-a503-2bf1a5f5611e.jpg?v=1788286195,1,191-DVDDRA-001A,false,,,,,,,,,,,,,,fantasy,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,transformers-two-disc-special-edition,Transformers: Two-Disc Special Edition,"<p>This action-packed special edition features the full-length blockbuster film along with a second disc dedicated to immersive behind-the-scenes content and deleted scenes. It is an essential collectible for fans of high-octane visual effects and deep-dive cinematic history, offering a comprehensive look into the making of a modern sci-fi epic. The set comes in a durable case with vibrant cover art that makes it a standout addition to any home media library.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Action,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDTRA-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782253137786.jpg?v=1788286194,1,191-DVDTRA-001A,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,gladiator,Gladiator,<p>Experience an epic tale of courage and vengeance with this premium physical media release featuring high-definition picture quality and immersive audio. This signature collection includes comprehensive behind-the-scenes documentaries and director commentary that provide a deep dive into the creation of this cinematic masterpiece. It is a essential addition for film enthusiasts looking to own a definitive version of this award-winning historical drama.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDGLA-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252721677.jpg?v=1788286187,1,191-DVDGLA-001A,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
"no usable genre (Option1 Value 'Default Title', tags Blu-Ray, Formatted, Issue_Genre_Needed, Rental)",departed,Departed,<p>Experience the intense atmosphere of this critically acclaimed crime thriller through high-definition physical media. This home video release features the complete cinematic masterpiece alongside bonus features that delve into the gritty world of undercover operations and organized crime. It is an essential addition for any collector of award-winning dramas and legendary filmmaking.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Issue_Genre_Needed, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-BLRDEP-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252657945_94f320df-495e-415d-9a32-e21a402db461.jpg?v=1788286181,1,191-BLRDEP-001A,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,matrix-reloaded,Matrix Reloaded,<p>Immerse yourself in a gripping cinematic experience with this iconic action film sequel known for its groundbreaking visual effects and high-stakes philosophy. This disc features intense martial arts choreography and breathtaking stunt sequences that defined a generation of science fiction. It is a must-have addition for collectors looking to complete their high-octane home theater library.</p>,DVD,Media > Videos,,"DVD, Formatted, Issue_Rental_Or_Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-UNKTHM-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782253073373_3cdeed25-b437-4592-9579-14ad16c969bc.jpg?v=1788286176,1,191-UNKTHM-001A,false,,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,national-treasure,National Treasure,<p>This high-stakes adventure follows a historian and treasure hunter on an action-packed quest to uncover hidden secrets embedded within America's past. The film features a blend of historical mystery and thrilling suspense that keeps viewers engaged from start to finish. It is a perfect addition to any family movie collection for those who enjoy clever puzzles and archaeological intrigue.</p>,DVD,Media > Videos,,"DVD, Formatted, Issue_Rental_Or_Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDNTN-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252170660_0f291906-eb48-4707-92fa-f52081b8ef8a.jpg?v=1788286171,1,191-DVDNTN-001A,false,,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,national-treasure-2-book-of-secrets,National Treasure 2: Book of Secrets,<p>Uncover a gripping adventure filled with historical puzzles and high-stakes action in this thrilling cinematic sequel. This physical disc features stunning visual quality and behind-the-scenes bonus content that makes it a must-have for any movie collection. It is the perfect choice for fans of mystery and hidden legacies looking for an engaging family movie night.</p>,DVD,Media > Videos,,"DVD, Formatted, Issue_Rental_Or_Sale, Kids & Family",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDNAT-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252096636_2303d009-3d26-4d49-84ae-cf38c394e3b1.jpg?v=1788286170,1,191-DVDNAT-001A,false,,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,cast-away,Cast Away,<p>This uniquely crafted volleyball features a weathered aesthetic and the iconic handprint design inspired by the legendary survival film. It serves as both a functional sports ball and a must-have piece of cinematic memorabilia for collectors and fans alike. Its durable construction ensures it remains a standout conversation piece whether it is used on the court or displayed on a shelf.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDCST-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782252050885.jpg?v=1788286167,1,191-DVDCST-001A,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,texas-chainsaw-massacre,Texas Chainsaw Massacre,"<p>This classic horror masterpiece delivers a gritty, atmospheric experience that redefined the slasher genre with its raw intensity and relentless suspense. Essential for collectors and cinema buffs, this definitive edition captures every bone-chilling moment in high-quality resolution to preserve its disturbing legacy. Add this visceral piece of film history to your shelf for the ultimate late-night viewing experience.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Issue_Rental_Or_Sale",true,Genre,Horror,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDTEX-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251720477.jpg?v=1788286162,1,191-DVDTEX-001A,false,,,,,,,,,,,,,,horror,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,casino,Casino,"<p>This sleek electronic handheld device offers an authentic gaming experience with multiple classic vegas-style play modes and a high-contrast digital display. Its pocket-sized design features responsive physical buttons and automated scoring, making it the perfect portable companion for casual entertainment on the go. Experience the thrill of the jackpot anytime with this durable and easy-to-use gaming console.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDCAS-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251668630_ec434185-be5f-4a6d-b0ce-09858fbd51b1.jpg?v=1788286158,1,191-DVDCAS-001A,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,the-jackal,The Jackal,"<p>This high-performance bowling ball features a dynamic asymmetrical core designed to deliver a massive mid-lane read and an explosive backend motion. Its premium reactive coverstock provides exceptional traction on heavy oil patterns, ensuring a powerful entry angle into the pocket. Serious players will appreciate the blend of incredible durability and relentless pin-carrying power this versatile equipment offers.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue_Rental_Or_Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDTHJ-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251879291_50e8935a-c004-4be0-8f2a-7a445671ada7.jpg?v=1788286155,1,191-DVDTHJ-001A,false,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,fear,Fear,"<p>This graphic t-shirt features a bold and haunting design printed on high-quality, comfortable fabric. Its striking visual elements and modern fit make it an ideal choice for enthusiasts of alternative style or statement streetwear. The versatile color palette ensures it pairs effortlessly with denim or layered looks for any casual occasion.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue_Rental_Or_Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDFER-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251757325_e4e08000-574f-411d-8129-4b575450965e.jpg?v=1788286154,1,191-DVDFER-001A,false,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,8-mile,8 Mile,<p>This grit-filled drama offers a compelling look at the underground battle rap scene and the pursuit of a dream against all odds. Its powerful performances and authentic storytelling make it a must-have for fans of musical biopics and intense urban narratives. This high-definition physical release provides a crisp viewing experience for one of the most influential films of the early 2000s.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVD8MI-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251813164_09fa7a37-6e2f-4577-bc0d-2315a3378fa9.jpg?v=1788286152,1,191-DVD8MI-001A,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,the-lord-of-the-rings-the-fellowship-of-the-ring-fullscreen,The Lord of the Rings: The Fellowship of the Ring (Fullscreen),"<p>Experience the beginning of an epic cinematic journey in this classic fullscreen edition, perfect for viewers who prefer a traditional aspect ratio on older television screens. This physical media copy allows you to enjoy the immersive world of Middle-earth and its legendary characters without the need for a streaming subscription. It is an essential addition for any fantasy fan looking to complete their home movie library with an iconic adventure.</p>",DVD,Media > Videos,,"DVD, Fantasy, Formatted, Issue_Rental_Or_Sale",true,Genre,Fantasy,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDTHL-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251984515_7ea4898a-0ebf-4629-be6d-a073288961b1.jpg?v=1788286149,1,191-DVDTHL-001A,false,,,,,,,,,,,,,,fantasy,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,cold-pursuit,Cold Pursuit,"<p>This high-definition Blu-ray release offers a gripping cinematic experience centered on a father seeking justice in a frozen mountain landscape. It features stunning visuals of snow-covered terrain along with bonus content that provides a behind-the-scenes look at the making of this intense action thriller. The film blends dark humor with stylized violence, making it an essential addition for fans of gritty revenge stories and cinematic storytelling.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Action,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDCOL-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251280113_f72db6b1-f10f-4b7d-8ec3-2d8d95f85c29.jpg?v=1788286139,1,191-DVDCOL-001A,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,black-sheep,Black Sheep,"<p>This unique collectible features a soft, textured finish and a charming monochromatic design that stands out in any display. Its minimalist aesthetic and high-quality craftsmanship make it a sophisticated addition for enthusiasts of stylized animal figures. Ideal for adding a touch of personality to a shelf or desk, this piece blends whimsical character with a sleek, modern look.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDBLA-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251321990.jpg?v=1788286131,1,191-DVDBLA-001A,false,,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,spider-man-3,Spider-Man 3,"<p>This poseable action figure features the iconic black costume design and multiple points of articulation for dynamic display options. Detailed sculpting captures the intricate web patterns and athletic build, making it a must-have addition for any classic superhero figure collection. High-quality materials ensure durability whether it is being used for imaginative play or showcased on a shelf.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Action,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDSPD-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251130457.jpg?v=1788286130,1,191-DVDSPD-001A,false,,,,,,,,,,,,,,action,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,life-aquatic,Life Aquatic,<p>This special edition features a stunning high-definition digital restoration supervised by the director alongside a wealth of exclusive behind-the-scenes documentaries and interviews. Collectors will appreciate the inclusion of an original insert featuring artwork and production notes that deepen the viewing experience of this whimsical maritime adventure. It is an essential addition for any cinephile looking to own the definitive version of this quirky cult classic.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Issue_Rental_Or_Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVDLIF-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782251072291_81f1ed07-6a6d-4c04-9125-128c3c47af10.jpg?v=1788286127,1,191-DVDLIF-001A,false,,,,,,,,,,,,,,drama,,,,,,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,4400-the-complete-first-season,4400: The Complete First Season,"<p>This premiere season collection follows the mysterious return of thousands of missing people across several decades, all reappearing at once without having aged a day. The two-disc set captures the suspense and supernatural intrigue of the initial episodes as investigators work to uncover the truth behind their sudden reappearance. Experience the high-stakes drama and character-driven storytelling that launched this acclaimed science fiction mystery series.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue_Rental_Or_Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,191-DVD440-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782250733322.jpg?v=1788286122,1,191-DVD440-001A,false,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,lb,,,active
