Reason,Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre),Type,Published,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
no Rental or Floor Sale tag — cannot tell which this is,jumanji-welcome-to-the-jungle,Jumanji: Welcome to the Jungle,Experience the thrill of a high-stakes jungle adventure with this action-packed addition to your family movie collection. This physical copy allows you to revisit every comedic moment and stunning visual sequence in high definition from the comfort of your home. It includes a variety of special featurettes that take you behind the scenes for an immersive look at the making of this modern blockbuster hit.,BLU-RAY,,Kids & Family,Condition,Standard,shopify,1,deny,manual,0.00,191-BLRJUM-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782250529029.jpg?v=1782253693,1,191-BLRJUM-001A,,,true,,Serial Number,001A,,,,,191-BLRJUM-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782250529029.jpg?v=1782253693,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,herbie-fully-loaded,Herbie: Fully Loaded,Join everyone’s favorite adventurous racing car in this family-friendly comedy filled with high-speed stunts and heartwarming humor. This DVD edition features exclusive behind-the-scenes footage and deleted scenes that capture the magic of the beloved franchise's modern revival. It is the perfect addition to any movie collection for fans of classic automotive action and lighthearted storytelling.,Walt Disney Pictures,,Kids & Family,Condition,Standard,shopify,1,deny,manual,0.00,191-WALHER-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782249953300.jpg?v=1782253685,1,191-WALHER-001A,,,true,,Serial Number,001A,,,,,191-WALHER-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782249953300.jpg?v=1782253685,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,despicable-me,Despicable Me,"This playful collectible features the iconic round yellow character in his signature denim overalls and silver goggles. Perfect for fans and collectors, this high-quality figure captures a mischievous expression that adds a touch of whimsical charm to any shelf or desk display. The durable construction and vibrant colors ensure it remains a standout piece in any animation-inspired collection.",BLU-RAY,,Kids & Family,Condition,Standard,shopify,1,deny,manual,0.00,191-BLRDES-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782250439155.jpg?v=1782253680,1,191-BLRDES-001A,,,true,,Serial Number,001A,,,,,191-BLRDES-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782250439155.jpg?v=1782253680,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,smiles-of-a-summer-night,Smiles of a Summer Night,"This elegant home video release features a high-definition digital restoration of the classic romantic comedy, accompanied by an archival introduction and a scholarly video essay. Film enthusiasts will appreciate the inclusion of an illustrated booklet containing insightful critical analysis and detailed production notes. It is a sophisticated addition to any collection, offering both visual excellence and comprehensive contextual materials.",DVD,Uncategorized,Comedy,Condition,Standard,shopify,1,deny,manual,0.00,191-DVDSMI-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782250289838.jpg?v=1782253678,1,191-DVDSMI-001A,,,true,,Serial Number,001A,,,,,191-DVDSMI-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782250289838.jpg?v=1782253678,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,the-forgotten,The Forgotten,This classic supernatural thriller follows a grieving mother who begins to doubt her own reality when those around her claim her son never existed. It offers a suspenseful blend of mystery and science fiction that keeps viewers guessing until the final revelation. This pre-owned physical copy is a perfect addition for collectors of early 2000s cinema or fans of psychological dramas.,Blockbuster,,Thriller,Condition,Standard,shopify,1,deny,manual,0.00,191-BL2THE-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782249728988.jpg?v=1782253673,1,191-BL2THE-001A,,,true,,Serial Number,001A,,,,,191-BL2THE-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782249728988.jpg?v=1782253673,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,cheaters,Cheaters,"These lightweight reading glasses feature a durable rectangular frame designed for long-lasting comfort and everyday clarity. The classic aesthetic and versatile magnification make them an essential accessory for reading or close-up work. They provide a sleek, professional look that easily transitions from the office to the home.",DVD,,,Condition,Standard,shopify,1,deny,manual,0.00,191-DVDCHE-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782249884999.jpg?v=1782253671,1,191-DVDCHE-001A,,,true,,Serial Number,001A,,,,,191-DVDCHE-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782249884999.jpg?v=1782253671,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,papas-delicate-condition,Papa's Delicate Condition,,VHS,Uncategorized,Comedy,Title,Default Title,shopify,1,deny,manual,4.00,47803898,,,,,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,mccabe-mrs-miller,McCabe & Mrs. Miller,,VHS,Uncategorized,Drama,Title,Default Title,shopify,1,deny,manual,12.00,84365050,,,,,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,deja-vu,Deja Vu,,VHS,Media > Videos > VHS Tapes,,Title,Default Title,shopify,1,deny,manual,11.00,17288954,,,,,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,look-who-s-talking,Look Who’s Talking,This classic home video release features the original vintage sleeve art and brings the nostalgic charm of analog media to your collection. It is a perfect choice for fans of eighties cinema and collectors looking to experience the iconic voice-over comedy in its native format. Enjoy a piece of physical media history with this well-maintained cassette that delivers a genuine retro viewing experience.,VHS,,,Condition,Standard,shopify,1,deny,manual,5.00,191-VHSLKW-001A,,,,,,false,,Serial Number,001A,,,,,191-VHSLKW-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,draft
no Rental or Floor Sale tag — cannot tell which this is,chrome-soldiers-the-secret-passion-of-robert-clayton,Chrome Soldiers The Secret Passion of Robert Clayton,"This vintage collection offers a nostalgic look at classic military figurines through high-quality photography and detailed historical context. The glossy pages showcase a dedicated collector's journey, making it an essential reference for toy soldier enthusiasts and hobbyists alike. It serves as both an aesthetic coffee table centerpiece and a comprehensive guide to mid-century craftsmanship.",VHS,,Action,Condition,50%,shopify,1,deny,manual,10.00,191-VHSCHR-50-001A,,,,,,false,,Serial Number,001A,,,,,191-VHSCHR-50-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,draft
no Rental or Floor Sale tag — cannot tell which this is,drive-me-crazy,Drive Me Crazy,"This classic physical media release brings a nostalgic nineties teen rom-com experience to your home collection in its original analog format. The vintage slipcase features iconic artwork, making it a perfect addition for enthusiasts of retro cinema and collectors of magnetic tape memorabilia. Enjoy the distinct aesthetic and warm playback quality that only this era of home entertainment can provide.",VHS,,Comedy,Condition,50%,shopify,1,deny,manual,5.00,191-VHSDRI-50-002A,,,,,,false,,Serial Number,002A,,,,,191-VHSDRI-50-002A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,draft
no Rental or Floor Sale tag — cannot tell which this is,its-pat-the-movie-1,Its Pat...The Movie,"This cult classic comedy follows the misadventures of an androgynous main character in a vintage physical media format that includes the original full-screen presentation. It is a nostalgic addition to any retro film collection, featuring the distinctive 1990s cover art and the tactile experience of a classic home video release. This collectible tape is perfect for fans of Saturday Night Live history and enthusiasts of mid-90s cinematic nostalgia.",VHS,,Comedy,Condition,50%,shopify,1,deny,manual,10.00,191-VHSTSP-50-001A,,,,,,false,,Serial Number,001A,,,,,191-VHSTSP-50-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,draft
no Rental or Floor Sale tag — cannot tell which this is,it-happened-on-5th-avenue,It Happened on 5th Avenue,"This heartwarming holiday comedy follows a group of unlikely squatters who find shelter in a boarded-up luxury mansion while the owners are away for the winter. The classic black-and-white film offers a charming blend of mid-century wit and a timeless message about the true meaning of generosity and family. Captured in high definition, this home media release is an essential addition for fans of vintage cinema and traditional Christmas storytelling.",DVD,,Comedy,Condition,50%,shopify,1,deny,manual,0.00,191-DVDITH-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403752316.jpg?v=1781403990,1,191-DVDITH-50-001A,,,true,,Serial Number,001A,,,,,191-DVDITH-50-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781403752316.jpg?v=1781403990,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,v-h-s-85,V/H/S/85,"This cinematic collection delivers a brutal and immersive return to the found-footage genre, capturing the gritty aesthetic of the mid-eighties across five interconnected segments of terror. The high-definition transfer preserves the intentional analog distortion and visceral practical effects, making it a must-have for fans of retro-style horror and anthology storytelling. Explore a dark vision of the past through this unsettling journey into supernatural phenomena and human depravity.",BLU-RAY,,Horror,Condition,50%,shopify,1,deny,manual,0.00,191-BLRVH5-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781288751303.jpg?v=1781289549,1,191-BLRVH5-50-001A,,,true,,Serial Number,001A,,,,,191-BLRVH5-50-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781288751303.jpg?v=1781289549,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,hercules-extended-cut,Hercules Extended Cut,"Experience the action in stunning high definition with this multi-disc set featuring both the theatrical and extended versions of the epic adventure. This collection includes disc formats for your home theater and a digital code for viewing on the go, along with exclusive behind-the-scenes bonus content. It is the perfect addition for fans of historical fantasy and large-scale cinematic battles.",BLU-RAY,,Action,Condition,50%,shopify,1,deny,manual,0.00,191-BLRHER-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285916062.jpg?v=1781286778,1,191-BLRHER-50-001A,,,true,,Serial Number,001A,,,,,191-BLRHER-50-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285916062.jpg?v=1781286778,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,gamer-2-disc-special-edition-w-digital-copy,Gamer (2-Disc Special Edition w Digital Copy),This two disc special edition features the complete high definition presentation and a standalone digital copy for viewing on multiple devices. The set includes a variety of behind the scenes documentaries and bonus footage that offer an immersive look into the film's production and visual effects. It is a perfect addition for collectors seeking the highest quality playback along with versatile portability for their media library.,BLU-RAY,,Action,Condition,50%,shopify,1,deny,manual,0.00,191-BLRGAM-50-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285568538.jpg?v=1781286768,1,191-BLRGAM-50-001A,,,true,,Serial Number,001A,,,,,191-BLRGAM-50-001A,0.0,,true,true,,,,,false,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1781285568538.jpg?v=1781286768,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,little-movie-club,Little Movie Club,,Supercycle,,Supercycle product,Title,Default Title,,0,deny,manual,0.00,75689978,,,,,Supercycle Plan,true,,,,,,,,,0.0,,false,true,,,,,false,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,murderers-row,Murderers' Row,This vintage home video release offers a classic cinematic experience for collectors and fans of retro media. The physical tape format provides a nostalgic viewing aesthetic characterized by the unique visual texture and charm of analog technology. It is an essential addition for those seeking to complete a library of mid-century adventure and action films.,VHS,,Comedy,Condition,F,shopify,1,deny,manual,4.00,191-VHSMUR-F-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780178305417.jpg?v=1780182671,1,,,,true,,Serial Number,001A,,,,,191-VHSMUR-F-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,touch-and-go,Touch and Go,"This vintage portable player features a built-in color screen and integrated speakers for a completely self-contained analog viewing experience. Its compact design and sturdy carrying handle make it easy to enjoy classic magnetic media tapes while traveling or relaxing at home. The intuitive tactile controls provide a nostalgic, hands-on feel for fans of retro technology and physical media collections.",VHS,,Comedy,Condition,F,shopify,1,deny,manual,7.00,191-VHSTOU-F-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1780176679684.jpg?v=1780182656,1,,,,true,,Serial Number,001A,,,,,191-VHSTOU-F-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
no Rental or Floor Sale tag — cannot tell which this is,hey-arnold-the-movie,Hey Arnold! The Movie,"Release Year: 2002
Director: Tuck Tucker
Classic hand-drawn animation comes to life in this feature-length adventure where a group of neighborhood friends must work together to save their community from a greedy developer. This nostalgic piece of media is perfect for fans of nineties pop culture looking to complete their physical media collection. The story delivers heartwarming lessons on teamwork and urban preservation that remain relevant for viewers of all ages.",VHS,Uncategorized,Kids & Family,Condition,N,shopify,1,deny,manual,10.00,191-NICHEY-N-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1779986144365.jpg?v=1780182643,1,,,,true,,Serial Number,001A,,,,,191-NICHEY-N-001A,0.0,,true,true,,,,,false,,,,,,,,,lb,,,active
